codigo;descricao
W583;MORDEDURA OU GOLPE PROVOCADO POR CROCODILO OU ALIGATOR - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W584;MORDEDURA OU GOLPE PROVOCADO POR CROCODILO OU ALIGATOR - RUA E ESTRADA
W585;MORDEDURA OU GOLPE PROVOCADO POR CROCODILO OU ALIGATOR - AREAS DE COMERCIO E DE SERVICOS
W586;MORDEDURA OU GOLPE PROVOCADO POR CROCODILO OU ALIGATOR - AREAS INDUSTRIAIS E EM CONSTRUCAO
W587;MORDEDURA OU GOLPE PROVOCADO POR CROCODILO OU ALIGATOR - FAZENDA
W588;MORDEDURA OU GOLPE PROVOCADO POR CROCODILO OU ALIGATOR - OUTROS LOCAIS ESPECIFICADOS
W589;MORDEDURA OU GOLPE PROVOCADO POR CROCODILO OU ALIGATOR - LOCAL NAO ESPECIFICADO
W590;MORDEDURA OU ESMAGAMENTO PROVOCADO POR OUTROS REPTEIS - RESIDENCIA
W591;MORDEDURA OU ESMAGAMENTO PROVOCADO POR OUTROS REPTEIS - HABITACAO COLETIVA
W592;MORDEDURA OU ESMAGAMENTO PROVOCADO POR OUTROS REPTEIS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W593;MORDEDURA OU ESMAGAMENTO PROVOCADO POR OUTROS REPTEIS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W594;MORDEDURA OU ESMAGAMENTO PROVOCADO POR OUTROS REPTEIS - RUA E ESTRADA
W595;MORDEDURA OU ESMAGAMENTO PROVOCADO POR OUTROS REPTEIS - AREAS DE COMERCIO E DE SERVICOS
W596;MORDEDURA OU ESMAGAMENTO PROVOCADO POR OUTROS REPTEIS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W597;MORDEDURA OU ESMAGAMENTO PROVOCADO POR OUTROS REPTEIS - FAZENDA
W598;MORDEDURA OU ESMAGAMENTO PROVOCADO POR OUTROS REPTEIS - OUTROS LOCAIS ESPECIFICADOS
W599;MORDEDURA OU ESMAGAMENTO PROVOCADO POR OUTROS REPTEIS - LOCAL NAO ESPECIFICADO
W600;CONTATO COM ESPINHOS DE PLANTAS OU COM FOLHAS AGUCADAS - RESIDENCIA
W601;CONTATO COM ESPINHOS DE PLANTAS OU COM FOLHAS AGUCADAS - HABITACAO COLETIVA
W602;CONTATO COM ESPINHOS DE PLANTAS OU COM FOLHAS AGUCADAS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W603;CONTATO COM ESPINHOS DE PLANTAS OU COM FOLHAS AGUCADAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W604;CONTATO COM ESPINHOS DE PLANTAS OU COM FOLHAS AGUCADAS - RUA E ESTRADA
W605;CONTATO COM ESPINHOS DE PLANTAS OU COM FOLHAS AGUCADAS - AREAS DE COMERCIO E DE SERVICOS
W606;CONTATO COM ESPINHOS DE PLANTAS OU COM FOLHAS AGUCADAS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W607;CONTATO COM ESPINHOS DE PLANTAS OU COM FOLHAS AGUCADAS - FAZENDA
W608;CONTATO COM ESPINHOS DE PLANTAS OU COM FOLHAS AGUCADAS - OUTROS LOCAIS ESPECIFICADOS
W609;CONTATO COM ESPINHOS DE PLANTAS OU COM FOLHAS AGUCADAS - LOCAL NAO ESPECIFICADO
W640;EXPOSICAO A OUTRAS FORCAS MECANICAS ANIMADAS E AS NAO ESPECIFICADAS - RESIDENCIA
W641;EXPOSICAO A OUTRAS FORCAS MECANICAS ANIMADAS E AS NAO ESPECIFICADAS - HABITACAO COLETIVA
W642;EXPOSICAO A OUTRAS FORCAS MECANICAS ANIMADAS E AS NAO ESPECIFICADAS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W643;EXPOSICAO A OUTRAS FORCAS MECANICAS ANIMADAS E AS NAO ESPECIFICADAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W644;EXPOSICAO A OUTRAS FORCAS MECANICAS ANIMADAS E AS NAO ESPECIFICADAS - RUA E ESTRADA
W645;EXPOSICAO A OUTRAS FORCAS MECANICAS ANIMADAS E AS NAO ESPECIFICADAS - AREAS DE COMERCIO E DE SERVICOS
W646;EXPOSICAO A OUTRAS FORCAS MECANICAS ANIMADAS E AS NAO ESPECIFICADAS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W647;EXPOSICAO A OUTRAS FORCAS MECANICAS ANIMADAS E AS NAO ESPECIFICADAS - FAZENDA
W648;EXPOSICAO A OUTRAS FORCAS MECANICAS ANIMADAS E AS NAO ESPECIFICADAS - OUTROS LOCAIS ESPECIFICADOS
W649;EXPOSICAO A OUTRAS FORCAS MECANICAS ANIMADAS E AS NAO ESPECIFICADAS - LOCAL NAO ESPECIFICADO
W650;AFOGAMENTO E SUBMERSAO DURANTE BANHO EM BANHEIRA - RESIDENCIA
W651;AFOGAMENTO E SUBMERSAO DURANTE BANHO EM BANHEIRA - HABITACAO COLETIVA
W652;AFOGAMENTO E SUBMERSAO DURANTE BANHO EM BANHEIRA - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W653;AFOGAMENTO E SUBMERSAO DURANTE BANHO EM BANHEIRA - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W654;AFOGAMENTO E SUBMERSAO DURANTE BANHO EM BANHEIRA - RUA E ESTRADA
W655;AFOGAMENTO E SUBMERSAO DURANTE BANHO EM BANHEIRA - AREAS DE COMERCIO E DE SERVICOS
W656;AFOGAMENTO E SUBMERSAO DURANTE BANHO EM BANHEIRA - AREAS INDUSTRIAIS E EM CONSTRUCAO
W657;AFOGAMENTO E SUBMERSAO DURANTE BANHO EM BANHEIRA - FAZENDA
W658;AFOGAMENTO E SUBMERSAO DURANTE BANHO EM BANHEIRA - OUTROS LOCAIS ESPECIFICADOS
W659;AFOGAMENTO E SUBMERSAO DURANTE BANHO EM BANHEIRA - LOCAL NAO ESPECIFICADO
W660;AFOGAMENTO E SUBMERSAO CONSECUTIVA A QUEDA DENTRO DE UMA BANHEIRA - RESIDENCIA
W661;AFOGAMENTO E SUBMERSAO CONSECUTIVA A QUEDA DENTRO DE UMA BANHEIRA - HABITACAO COLETIVA
W662;AFOGAMENTO E SUBMERSAO CONSECUTIVA A QUEDA DENTRO DE UMA BANHEIRA - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W663;AFOGAMENTO E SUBMERSAO CONSECUTIVA A QUEDA DENTRO DE UMA BANHEIRA - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W664;AFOGAMENTO E SUBMERSAO CONSECUTIVA A QUEDA DENTRO DE UMA BANHEIRA - RUA E ESTRADA
W665;AFOGAMENTO E SUBMERSAO CONSECUTIVA A QUEDA DENTRO DE UMA BANHEIRA - AREAS DE COMERCIO E DE SERVICOS
W666;AFOGAMENTO E SUBMERSAO CONSECUTIVA A QUEDA DENTRO DE UMA BANHEIRA - AREAS INDUSTRIAIS E EM CONSTRUCAO
W667;AFOGAMENTO E SUBMERSAO CONSECUTIVA A QUEDA DENTRO DE UMA BANHEIRA - FAZENDA
W668;AFOGAMENTO E SUBMERSAO CONSECUTIVA A QUEDA DENTRO DE UMA BANHEIRA - OUTROS LOCAIS ESPECIFICADOS
W669;AFOGAMENTO E SUBMERSAO CONSECUTIVA A QUEDA DENTRO DE UMA BANHEIRA - LOCAL NAO ESPECIFICADO
W670;AFOGAMENTO E SUBMERSAO EM PISCINA - RESIDENCIA
W671;AFOGAMENTO E SUBMERSAO EM PISCINA - HABITACAO COLETIVA
W672;AFOGAMENTO E SUBMERSAO EM PISCINA - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W673;AFOGAMENTO E SUBMERSAO EM PISCINA - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W674;AFOGAMENTO E SUBMERSAO EM PISCINA - RUA E ESTRADA
W675;AFOGAMENTO E SUBMERSAO EM PISCINA - AREAS DE COMERCIO E DE SERVICOS
W676;AFOGAMENTO E SUBMERSAO EM PISCINA - AREAS INDUSTRIAIS E EM CONSTRUCAO
W677;AFOGAMENTO E SUBMERSAO EM PISCINA - FAZENDA
W678;AFOGAMENTO E SUBMERSAO EM PISCINA - OUTROS LOCAIS ESPECIFICADOS
W679;AFOGAMENTO E SUBMERSAO EM PISCINA - LOCAL NAO ESPECIFICADO
W680;AFOGAMENTO E SUBMERSAO CONSEQUENTE A QUEDA DENTRO DE UMA PISCINA - RESIDENCIA
W681;AFOGAMENTO E SUBMERSAO CONSEQUENTE A QUEDA DENTRO DE UMA PISCINA - HABITACAO COLETIVA
W682;AFOGAMENTO E SUBMERSAO CONSEQUENTE A QUEDA DENTRO DE UMA PISCINA - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W683;AFOGAMENTO E SUBMERSAO CONSEQUENTE A QUEDA DENTRO DE UMA PISCINA - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W684;AFOGAMENTO E SUBMERSAO CONSEQUENTE A QUEDA DENTRO DE UMA PISCINA - RUA E ESTRADA
W685;AFOGAMENTO E SUBMERSAO CONSEQUENTE A QUEDA DENTRO DE UMA PISCINA - AREAS DE COMERCIO E DE SERVICOS
W686;AFOGAMENTO E SUBMERSAO CONSEQUENTE A QUEDA DENTRO DE UMA PISCINA - AREAS INDUSTRIAIS E EM CONSTRUCAO
W687;AFOGAMENTO E SUBMERSAO CONSEQUENTE A QUEDA DENTRO DE UMA PISCINA - FAZENDA
W688;AFOGAMENTO E SUBMERSAO CONSEQUENTE A QUEDA DENTRO DE UMA PISCINA - OUTROS LOCAIS ESPECIFICADOS
W689;AFOGAMENTO E SUBMERSAO CONSEQUENTE A QUEDA DENTRO DE UMA PISCINA - LOCAL NAO ESPECIFICADO
W690;AFOGAMENTO E SUBMERSAO EM AGUAS NATURAIS - RESIDENCIA
W691;AFOGAMENTO E SUBMERSAO EM AGUAS NATURAIS - HABITACAO COLETIVA
W692;AFOGAMENTO E SUBMERSAO EM AGUAS NATURAIS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W693;AFOGAMENTO E SUBMERSAO EM AGUAS NATURAIS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W694;AFOGAMENTO E SUBMERSAO EM AGUAS NATURAIS - RUA E ESTRADA
W695;AFOGAMENTO E SUBMERSAO EM AGUAS NATURAIS - AREAS DE COMERCIO E DE SERVICOS
W696;AFOGAMENTO E SUBMERSAO EM AGUAS NATURAIS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W697;AFOGAMENTO E SUBMERSAO EM AGUAS NATURAIS - FAZENDA
W698;AFOGAMENTO E SUBMERSAO EM AGUAS NATURAIS - OUTROS LOCAIS ESPECIFICADOS
W699;AFOGAMENTO E SUBMERSAO EM AGUAS NATURAIS - LOCAL NAO ESPECIFICADO
W700;AFOGAMENTO E SUBMERSAO CONSEQUENTES A QUEDA DENTRO DE AGUAS NATURAIS - RESIDENCIA
W701;AFOGAMENTO E SUBMERSAO CONSEQUENTES A QUEDA DENTRO DE AGUAS NATURAIS - HABITACAO COLETIVA
W702;AFOGAMENTO E SUBMERSAO CONSEQUENTES A QUEDA DENTRO DE AGUAS NATURAIS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W703;AFOGAMENTO E SUBMERSAO CONSEQUENTES A QUEDA DENTRO DE AGUAS NATURAIS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W704;AFOGAMENTO E SUBMERSAO CONSEQUENTES A QUEDA DENTRO DE AGUAS NATURAIS - RUA E ESTRADA
W705;AFOGAMENTO E SUBMERSAO CONSEQUENTES A QUEDA DENTRO DE AGUAS NATURAIS - AREAS DE COMERCIO E DE SERVICOS
W706;AFOGAMENTO E SUBMERSAO CONSEQUENTES A QUEDA DENTRO DE AGUAS NATURAIS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W707;AFOGAMENTO E SUBMERSAO CONSEQUENTES A QUEDA DENTRO DE AGUAS NATURAIS - FAZENDA
W708;AFOGAMENTO E SUBMERSAO CONSEQUENTES A QUEDA DENTRO DE AGUAS NATURAIS - OUTROS LOCAIS ESPECIFICADOS
W709;AFOGAMENTO E SUBMERSAO CONSEQUENTES A QUEDA DENTRO DE AGUAS NATURAIS - LOCAL NAO ESPECIFICADO
W730;OUTROS AFOGAMENTOS E SUBMERSAO ESPECIFICADOS - RESIDENCIA
W731;OUTROS AFOGAMENTOS E SUBMERSAO ESPECIFICADOS - HABITACAO COLETIVA
W732;OUTROS AFOGAMENTOS E SUBMERSAO ESPECIFICADOS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W733;OUTROS AFOGAMENTOS E SUBMERSAO ESPECIFICADOS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W734;OUTROS AFOGAMENTOS E SUBMERSAO ESPECIFICADOS - RUA E ESTRADA
W735;OUTROS AFOGAMENTOS E SUBMERSAO ESPECIFICADOS - AREAS DE COMERCIO E DE SERVICOS
W736;OUTROS AFOGAMENTOS E SUBMERSAO ESPECIFICADOS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W737;OUTROS AFOGAMENTOS E SUBMERSAO ESPECIFICADOS - FAZENDA
W738;OUTROS AFOGAMENTOS E SUBMERSAO ESPECIFICADOS - OUTROS LOCAIS ESPECIFICADOS
W739;OUTROS AFOGAMENTOS E SUBMERSAO ESPECIFICADOS - LOCAL NAO ESPECIFICADO
W740;AFOGAMENTO E SUBMERSAO NAO ESPECIFICADOS - RESIDENCIA
W741;AFOGAMENTO E SUBMERSAO NAO ESPECIFICADOS - HABITACAO COLETIVA
W742;AFOGAMENTO E SUBMERSAO NAO ESPECIFICADOS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W743;AFOGAMENTO E SUBMERSAO NAO ESPECIFICADOS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W744;AFOGAMENTO E SUBMERSAO NAO ESPECIFICADOS - RUA E ESTRADA
W745;AFOGAMENTO E SUBMERSAO NAO ESPECIFICADOS - AREAS DE COMERCIO E DE SERVICOS
W746;AFOGAMENTO E SUBMERSAO NAO ESPECIFICADOS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W747;AFOGAMENTO E SUBMERSAO NAO ESPECIFICADOS - FAZENDA
W748;AFOGAMENTO E SUBMERSAO NAO ESPECIFICADOS - OUTROS LOCAIS ESPECIFICADOS
W749;AFOGAMENTO E SUBMERSAO NAO ESPECIFICADOS - LOCAL NAO ESPECIFICADO
W750;SUFOCACAO E ESTRANGULAMENTO ACIDENTAL NA CAMA - RESIDENCIA
W751;SUFOCACAO E ESTRANGULAMENTO ACIDENTAL NA CAMA - HABITACAO COLETIVA
W752;SUFOCACAO E ESTRANGULAMENTO ACIDENTAL NA CAMA - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W753;SUFOCACAO E ESTRANGULAMENTO ACIDENTAL NA CAMA - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W754;SUFOCACAO E ESTRANGULAMENTO ACIDENTAL NA CAMA - RUA E ESTRADA
W755;SUFOCACAO E ESTRANGULAMENTO ACIDENTAL NA CAMA - AREAS DE COMERCIO E DE SERVICOS
W756;SUFOCACAO E ESTRANGULAMENTO ACIDENTAL NA CAMA - AREAS INDUSTRIAIS E EM CONSTRUCAO
W757;SUFOCACAO E ESTRANGULAMENTO ACIDENTAL NA CAMA - FAZENDA
W758;SUFOCACAO E ESTRANGULAMENTO ACIDENTAL NA CAMA - OUTROS LOCAIS ESPECIFICADOS
W759;SUFOCACAO E ESTRANGULAMENTO ACIDENTAL NA CAMA - LOCAL NAO ESPECIFICADO
W760;OUTRO ENFORCAMENTO E ESTRANGULAMENTO ACIDENTAL - RESIDENCIA
W761;OUTRO ENFORCAMENTO E ESTRANGULAMENTO ACIDENTAL - HABITACAO COLETIVA
W762;OUTRO ENFORCAMENTO E ESTRANGULAMENTO ACIDENTAL - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W763;OUTRO ENFORCAMENTO E ESTRANGULAMENTO ACIDENTAL - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W764;OUTRO ENFORCAMENTO E ESTRANGULAMENTO ACIDENTAL - RUA E ESTRADA
W765;OUTRO ENFORCAMENTO E ESTRANGULAMENTO ACIDENTAL - AREAS DE COMERCIO E DE SERVICOS
W766;OUTRO ENFORCAMENTO E ESTRANGULAMENTO ACIDENTAL - AREAS INDUSTRIAIS E EM CONSTRUCAO
W767;OUTRO ENFORCAMENTO E ESTRANGULAMENTO ACIDENTAL - FAZENDA
W768;OUTRO ENFORCAMENTO E ESTRANGULAMENTO ACIDENTAL - OUTROS LOCAIS ESPECIFICADOS
W769;OUTRO ENFORCAMENTO E ESTRANGULAMENTO ACIDENTAL - LOCAL NAO ESPECIFICADO
W770;RISCO A RESPIRACAO DEVIDO A DESMORONAMENTO, QUEDA DE TERRA E DE OUTRAS SUBSTANCIAS - RESIDENCIA
W771;RISCO A RESPIRACAO DEVIDO A DESMORONAMENTO, QUEDA DE TERRA E DE OUTRAS SUBSTANCIAS - HABITACAO COLETIVA
W772;RISCO A RESPIRACAO DEVIDO A DESMORONAMENTO, QUEDA DE TERRA E DE OUTRAS SUBSTANCIAS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W773;RISCO A RESPIRACAO DEVIDO A DESMORONAMENTO, QUEDA DE TERRA E DE OUTRAS SUBSTANCIAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W774;RISCO A RESPIRACAO DEVIDO A DESMORONAMENTO, QUEDA DE TERRA E DE OUTRAS SUBSTANCIAS - RUA E ESTRADA
W775;RISCO A RESPIRACAO DEVIDO A DESMORONAMENTO, QUEDA DE TERRA E DE OUTRAS SUBSTANCIAS - AREAS DE COMERCIO E DE SERVICOS
W776;RISCO A RESPIRACAO DEVIDO A DESMORONAMENTO, QUEDA DE TERRA E DE OUTRAS SUBSTANCIAS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W777;RISCO A RESPIRACAO DEVIDO A DESMORONAMENTO, QUEDA DE TERRA E DE OUTRAS SUBSTANCIAS - FAZENDA
W778;RISCO A RESPIRACAO DEVIDO A DESMORONAMENTO, QUEDA DE TERRA E DE OUTRAS SUBSTANCIAS - OUTROS LOCAIS ESPECIFICADOS
W779;RISCO A RESPIRACAO DEVIDO A DESMORONAMENTO, QUEDA DE TERRA E DE OUTRAS SUBSTANCIAS - LOCAL NAO ESPECIFICADO
W780;INALACAO DO CONTEUDO GASTRICO - RESIDENCIA
W781;INALACAO DO CONTEUDO GASTRICO - HABITACAO COLETIVA
W782;INALACAO DO CONTEUDO GASTRICO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W783;INALACAO DO CONTEUDO GASTRICO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W784;INALACAO DO CONTEUDO GASTRICO - RUA E ESTRADA
W785;INALACAO DO CONTEUDO GASTRICO - AREAS DE COMERCIO E DE SERVICOS
W786;INALACAO DO CONTEUDO GASTRICO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W787;INALACAO DO CONTEUDO GASTRICO - FAZENDA
W788;INALACAO DO CONTEUDO GASTRICO - OUTROS LOCAIS ESPECIFICADOS
W789;INALACAO DO CONTEUDO GASTRICO - LOCAL NAO ESPECIFICADO
W790;INALACAO E INGESTAO DE ALIMENTOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - RESIDENCIA
W791;INALACAO E INGESTAO DE ALIMENTOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - HABITACAO COLETIVA
W792;INALACAO E INGESTAO DE ALIMENTOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W793;INALACAO E INGESTAO DE ALIMENTOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W794;INALACAO E INGESTAO DE ALIMENTOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - RUA E ESTRADA
W795;INALACAO E INGESTAO DE ALIMENTOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - AREAS DE COMERCIO E DE SERVICOS
W796;INALACAO E INGESTAO DE ALIMENTOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W797;INALACAO E INGESTAO DE ALIMENTOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - FAZENDA
W798;INALACAO E INGESTAO DE ALIMENTOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - OUTROS LOCAIS ESPECIFICADOS
W799;INALACAO E INGESTAO DE ALIMENTOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - LOCAL NAO ESPECIFICADO
W800;INALACAO E INGESTAO DE OUTROS OBJETOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - RESIDENCIA
W801;INALACAO E INGESTAO DE OUTROS OBJETOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - HABITACAO COLETIVA
W802;INALACAO E INGESTAO DE OUTROS OBJETOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W803;INALACAO E INGESTAO DE OUTROS OBJETOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W804;INALACAO E INGESTAO DE OUTROS OBJETOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - RUA E ESTRADA
W805;INALACAO E INGESTAO DE OUTROS OBJETOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - AREAS DE COMERCIO E DE SERVICOS
W806;INALACAO E INGESTAO DE OUTROS OBJETOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W807;INALACAO E INGESTAO DE OUTROS OBJETOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - FAZENDA
W808;INALACAO E INGESTAO DE OUTROS OBJETOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - OUTROS LOCAIS ESPECIFICADOS
W809;INALACAO E INGESTAO DE OUTROS OBJETOS CAUSANDO OBSTRUCAO DO TRATO RESPIRATORIO - LOCAL NAO ESPECIFICADO
W810;CONFINADO OU APRISIONADO EM UM AMBIENTE POBRE EM OXIGENIO - RESIDENCIA
W811;CONFINADO OU APRISIONADO EM UM AMBIENTE POBRE EM OXIGENIO - HABITACAO COLETIVA
W812;CONFINADO OU APRISIONADO EM UM AMBIENTE POBRE EM OXIGENIO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W813;CONFINADO OU APRISIONADO EM UM AMBIENTE POBRE EM OXIGENIO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W814;CONFINADO OU APRISIONADO EM UM AMBIENTE POBRE EM OXIGENIO - RUA E ESTRADA
W815;CONFINADO OU APRISIONADO EM UM AMBIENTE POBRE EM OXIGENIO - AREAS DE COMERCIO E DE SERVICOS
W816;CONFINADO OU APRISIONADO EM UM AMBIENTE POBRE EM OXIGENIO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W817;CONFINADO OU APRISIONADO EM UM AMBIENTE POBRE EM OXIGENIO - FAZENDA
W818;CONFINADO OU APRISIONADO EM UM AMBIENTE POBRE EM OXIGENIO - OUTROS LOCAIS ESPECIFICADOS
W819;CONFINADO OU APRISIONADO EM UM AMBIENTE POBRE EM OXIGENIO - LOCAL NAO ESPECIFICADO
W830;OUTROS RISCOS ESPECIFICADOS A RESPIRACAO - RESIDENCIA
W831;OUTROS RISCOS ESPECIFICADOS A RESPIRACAO - HABITACAO COLETIVA
W832;OUTROS RISCOS ESPECIFICADOS A RESPIRACAO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W833;OUTROS RISCOS ESPECIFICADOS A RESPIRACAO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W834;OUTROS RISCOS ESPECIFICADOS A RESPIRACAO - RUA E ESTRADA
W835;OUTROS RISCOS ESPECIFICADOS A RESPIRACAO - AREAS DE COMERCIO E DE SERVICOS
W836;OUTROS RISCOS ESPECIFICADOS A RESPIRACAO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W837;OUTROS RISCOS ESPECIFICADOS A RESPIRACAO - FAZENDA
W838;OUTROS RISCOS ESPECIFICADOS A RESPIRACAO - OUTROS LOCAIS ESPECIFICADOS
W839;OUTROS RISCOS ESPECIFICADOS A RESPIRACAO - LOCAL NAO ESPECIFICADO
W840;RISCOS NAO ESPECIFICADOS A RESPIRACAO - RESIDENCIA
W841;RISCOS NAO ESPECIFICADOS A RESPIRACAO - HABITACAO COLETIVA
W842;RISCOS NAO ESPECIFICADOS A RESPIRACAO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W843;RISCOS NAO ESPECIFICADOS A RESPIRACAO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W844;RISCOS NAO ESPECIFICADOS A RESPIRACAO - RUA E ESTRADA
W845;RISCOS NAO ESPECIFICADOS A RESPIRACAO - AREAS DE COMERCIO E DE SERVICOS
W846;RISCOS NAO ESPECIFICADOS A RESPIRACAO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W847;RISCOS NAO ESPECIFICADOS A RESPIRACAO - FAZENDA
W848;RISCOS NAO ESPECIFICADOS A RESPIRACAO - OUTROS LOCAIS ESPECIFICADOS
W849;RISCOS NAO ESPECIFICADOS A RESPIRACAO - LOCAL NAO ESPECIFICADO
W850;EXPOSICAO A LINHAS DE TRANSMISSAO DE CORRENTE ELETRICA - RESIDENCIA
W851;EXPOSICAO A LINHAS DE TRANSMISSAO DE CORRENTE ELETRICA - HABITACAO COLETIVA
W852;EXPOSICAO A LINHAS DE TRANSMISSAO DE CORRENTE ELETRICA - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W853;EXPOSICAO A LINHAS DE TRANSMISSAO DE CORRENTE ELETRICA - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W854;EXPOSICAO A LINHAS DE TRANSMISSAO DE CORRENTE ELETRICA - RUA E ESTRADA
W855;EXPOSICAO A LINHAS DE TRANSMISSAO DE CORRENTE ELETRICA - AREAS DE COMERCIO E DE SERVICOS
W856;EXPOSICAO A LINHAS DE TRANSMISSAO DE CORRENTE ELETRICA - AREAS INDUSTRIAIS E EM CONSTRUCAO
W857;EXPOSICAO A LINHAS DE TRANSMISSAO DE CORRENTE ELETRICA - FAZENDA
W858;EXPOSICAO A LINHAS DE TRANSMISSAO DE CORRENTE ELETRICA - OUTROS LOCAIS ESPECIFICADOS
W859;EXPOSICAO A LINHAS DE TRANSMISSAO DE CORRENTE ELETRICA - LOCAL NAO ESPECIFICADO
W860;EXPOSICAO A OUTRA CORRENTE ELETRICA ESPECIFICADA - RESIDENCIA
W861;EXPOSICAO A OUTRA CORRENTE ELETRICA ESPECIFICADA - HABITACAO COLETIVA
